session 1, vis = '1', n_trials = 13
session 30, vis = '2', n_trials = 8
session 30, vis = '3', n_trials = 10
session 31, vis = '1', n_trials = 15
session 31, vis = '2', n_trials = 8
session 31, vis = '3', n_trials = 9
session 32, vis = '1', n_trials = 13
session 32, vis = '2', n_trials = 11
session 32, vis = '3', n_trials = 8
session 33, vis = '1', n_trials = 14
session 33, vis = '2', n_trials = 9
session 33, vis = '3', n_trials = 9
session 34, vis = '1', n_trials = 13
session 34, vis = '2', n_trials = 8
session 34, vis = '3', n_trials = 10
session 35, vis = '1', n_trials = 15
session 35, vis = '2', n_trials = 8
session 35, vis = '3', n_trials = 9
session 36, vis = '1', n_trials = 16
session 36, vis = '2', n_trials = 6
session 36, vis = '3', n_trials = 10
session 37, vis = '1', n_trials = 16
session 37, vis = '2', n_trials = 5
session 37, vis = '3', n_trials = 11
session 38, vis = '1', n_trials = 13
session 38, vis = '2', n_trials = 11
session 38, vis = '3', n_trials = 8
session 39, vis = '1', n_trials = 15
session 39, vis = '2', n_trials = 7
session 39, vis = '3', n_trials = 10
session 40, vis = '1', n_trials = 15
session 40, vis = '2', n_trials = 9
session 40, vis = '3', n_trials = 8
session 41, vis = '1', n_trials = 15
session 41, vis = '2', n_trials = 5
session 41, vis = '3', n_trials = 10
session 42, vis = '1', n_trials = 17
session 42, vis = '2', n_trials = 7
session 42, vis = '3', n_trials = 8
session 43, vis = '1', n_trials = 12
session 43, vis = '2', n_trials = 10
session 43, vis = '3', n_trials = 10
session 44, vis = '1', n_trials = 15
session 44, vis = '2', n_trials = 10
session 44, vis = '3', n_trials = 7
session 45, vis = '1', n_trials = 13
session 45, vis = '2', n_trials = 9
session 45, vis = '3', n_trials = 10
session 46, vis = '1', n_trials = 14
session 46, vis = '2', n_trials = 9
session 46, vis = '3', n_trials = 9
session 47, vis = '1', n_trials = 12
session 47, vis = '2', n_trials = 8
session 47, vis = '3', n_trials = 12
session 48, vis = '1', n_trials = 13
session 48, vis = '2', n_trials = 8
session 48, vis = '3', n_trials = 11
session 49, vis = '1', n_trials = 14
session 49, vis = '2', n_trials = 9
session 49, vis = '3', n_trials = 9
session 50, vis = '1', n_trials = 15
session 50, vis = '2', n_trials = 8
session 50, vis = '3', n_trials = 9
session 51, vis = '1', n_trials = 15
session 51, vis = '2', n_trials = 8
session 51, vis = '3', n_trials = 9
session 52, vis = '1', n_trials = 16
session 52, vis = '2', n_trials = 6
session 52, vis = '3', n_trials = 10
session 53, vis = '1', n_trials = 15
session 53, vis = '2', n_trials = 7
session 53, vis = '3', n_trials = 10
session 54, vis = '1', n_trials = 16
session 54, vis = '2', n_trials = 6
session 54, vis = '3', n_trials = 10
session 55, vis = '1', n_trials = 16
session 55, vis = '2', n_trials = 6
session 55, vis = '3', n_trials = 10

vis = 1.0,mean frames = 2.00000
vis = 1.0,prob(press 1) = 0.4898, p(press 2) = 0.5102

vis = 2.0,mean frames = 3.00000
vis = 2.0,prob(press 1) = 0.4924, p(press 2) = 0.5076

vis = 3.0,mean frames = 4.00000
vis = 3.0,prob(press 1) = 0.5409, p(press 2) = 0.4591
vis = '1',N = 782,mean frames = 1.88 +/- 1.06
p(correct) = 0.5038
RT = 0.409 +/- 0.196
vis = '2',N = 459,mean frames = 3.00 +/- 1.12
p(correct) = 0.8693
RT = 0.412 +/- 0.201
vis = '3',N = 514,mean frames = 4.13 +/- 1.35
p(correct) = 0.9942
RT = 0.404 +/- 0.182
